Repositório,Estrelas,Pull Requests,Estado PR,Número PR,Data de Criação PR,Data de Fechamento PR,Data de Merge PR,Intervalo Criação e Última Atividade,Status Revisão,Revisões,Arquivos Alterados,Linhas Adicionadas,Linhas Excluídas,Caracteres Corpo PR,Participantes PR,Comentários PR
supabase/supabase,65642,9811,MERGED,22625,2024-04-10 12:58:15+00:00,2024-04-10 14:57:27+00:00,2024-04-10 14:57:27+00:00,1.99,APPROVED,1,23,1374,0,87,2,2
supabase/supabase,65642,9811,MERGED,22622,2024-04-10 11:19:59+00:00,2024-04-10 12:01:19+00:00,2024-04-10 12:01:19+00:00,0.69,APPROVED,1,1,1,1,266,3,2
supabase/supabase,65642,9811,MERGED,22618,2024-04-10 10:25:43+00:00,2024-04-10 10:34:45+00:00,2024-04-10 10:34:45+00:00,0.15,APPROVED,1,2,1,1,30,2,2
supabase/supabase,65642,9811,MERGED,22617,2024-04-10 10:18:28+00:00,2024-04-10 10:58:25+00:00,2024-04-10 10:58:25+00:00,0.67,APPROVED,1,1,18,12,0,2,2
supabase/supabase,65642,9811,MERGED,22616,2024-04-10 09:54:02+00:00,2024-04-12 03:57:47+00:00,2024-04-12 03:57:47+00:00,42.06,APPROVED,1,1,3,3,1730,1,1
supabase/supabase,65642,9811,MERGED,22615,2024-04-10 08:28:03+00:00,2024-04-10 10:02:30+00:00,2024-04-10 10:02:30+00:00,1.57,APPROVED,1,1,1,1,135,2,2
supabase/supabase,65642,9811,MERGED,22612,2024-04-10 05:39:42+00:00,2024-04-10 15:22:26+00:00,2024-04-10 15:22:26+00:00,9.71,APPROVED,1,1,1,1,299,2,2
supabase/supabase,65642,9811,MERGED,22609,2024-04-10 01:03:14+00:00,2024-04-10 15:40:40+00:00,2024-04-10 15:40:40+00:00,14.62,APPROVED,1,1,2,2,387,2,2
supabase/supabase,65642,9811,MERGED,22603,2024-04-09 17:14:24+00:00,2024-04-12 11:26:15+00:00,2024-04-12 11:26:15+00:00,66.2,APPROVED,4,5,173,57,373,3,3
supabase/supabase,65642,9811,MERGED,22602,2024-04-09 15:28:59+00:00,2024-04-09 16:00:05+00:00,2024-04-09 16:00:05+00:00,0.52,APPROVED,2,1,72,0,58,3,3
supabase/supabase,65642,9811,MERGED,22599,2024-04-09 14:09:30+00:00,2024-04-09 14:16:43+00:00,2024-04-09 14:16:43+00:00,0.12,APPROVED,1,1,1,1,379,2,2
supabase/supabase,65642,9811,MERGED,22597,2024-04-09 13:54:17+00:00,2024-04-11 09:33:48+00:00,2024-04-11 09:33:48+00:00,43.66,APPROVED,1,1,7,5,0,2,2
supabase/supabase,65642,9811,MERGED,22596,2024-04-09 13:35:01+00:00,2024-04-09 13:47:17+00:00,2024-04-09 13:47:17+00:00,0.2,APPROVED,2,2,142,1,343,2,2
supabase/supabase,65642,9811,MERGED,22594,2024-04-09 13:03:41+00:00,2024-04-11 09:50:17+00:00,2024-04-11 09:50:17+00:00,44.78,APPROVED,3,6,481,98,0,2,2
supabase/supabase,65642,9811,MERGED,22591,2024-04-09 12:05:33+00:00,2024-04-10 06:44:21+00:00,2024-04-10 06:44:21+00:00,18.65,APPROVED,1,6,129,92,465,2,1
supabase/supabase,65642,9811,CLOSED,22587,2024-04-09 09:35:41+00:00,2024-04-11 09:33:25+00:00,0,47.96,REVIEW_REQUIRED,0,3,12,0,347,2,3
supabase/supabase,65642,9811,MERGED,22585,2024-04-09 05:55:41+00:00,2024-04-09 06:00:28+00:00,2024-04-09 06:00:28+00:00,0.08,APPROVED,2,2,13,1,0,3,2
supabase/supabase,65642,9811,MERGED,22581,2024-04-09 02:31:00+00:00,2024-04-09 12:30:49+00:00,2024-04-09 12:30:49+00:00,10.0,APPROVED,1,2,12,1,344,2,2
supabase/supabase,65642,9811,MERGED,22577,2024-04-08 20:20:39+00:00,2024-04-09 14:21:50+00:00,2024-04-09 14:21:50+00:00,18.02,APPROVED,1,1,21,1,300,2,2
supabase/supabase,65642,9811,MERGED,22570,2024-04-08 12:06:48+00:00,2024-04-08 13:39:34+00:00,2024-04-08 13:39:34+00:00,1.55,APPROVED,1,1,1,1,182,2,2
supabase/supabase,65642,9811,MERGED,22568,2024-04-08 11:13:34+00:00,2024-04-11 04:57:47+00:00,2024-04-11 04:57:47+00:00,65.74,APPROVED,20,22,961,128,17,5,4
supabase/supabase,65642,9811,CLOSED,22567,2024-04-08 09:02:52+00:00,2024-04-08 09:27:51+00:00,0,0.42,APPROVED,1,2,4,4,256,2,3
supabase/supabase,65642,9811,MERGED,22566,2024-04-08 08:28:29+00:00,2024-04-11 05:05:17+00:00,2024-04-11 05:05:17+00:00,68.61,APPROVED,1,8,683,0,34,2,2
supabase/supabase,65642,9811,MERGED,22563,2024-04-08 07:38:41+00:00,2024-04-08 08:02:48+00:00,2024-04-08 08:02:48+00:00,0.4,APPROVED,1,3,30,30,0,2,2
supabase/supabase,65642,9811,MERGED,22557,2024-04-08 02:38:55+00:00,2024-04-08 04:21:27+00:00,2024-04-08 04:21:27+00:00,1.71,APPROVED,1,1,13,0,0,2,2
supabase/supabase,65642,9811,MERGED,22538,2024-04-07 02:46:24+00:00,2024-04-07 03:50:43+00:00,2024-04-07 03:50:43+00:00,1.07,APPROVED,1,1,25,9,349,2,2
supabase/supabase,65642,9811,CLOSED,22536,2024-04-07 00:57:02+00:00,2024-04-10 22:59:02+00:00,0,94.03,CHANGES_REQUESTED,3,5,99,63,623,2,2
supabase/supabase,65642,9811,MERGED,22531,2024-04-06 16:16:29+00:00,2024-04-09 14:09:39+00:00,2024-04-09 14:09:39+00:00,69.89,APPROVED,2,1,1,1,870,3,2
supabase/supabase,65642,9811,MERGED,22527,2024-04-06 05:26:35+00:00,2024-04-08 07:31:55+00:00,2024-04-08 07:31:55+00:00,50.09,APPROVED,1,1,5,0,111,2,2
supabase/supabase,65642,9811,MERGED,22523,2024-04-05 22:05:37+00:00,2024-04-08 09:27:45+00:00,2024-04-08 09:27:45+00:00,59.37,APPROVED,2,2,3,4,0,4,2
supabase/supabase,65642,9811,MERGED,22520,2024-04-05 17:40:45+00:00,2024-04-05 19:58:23+00:00,2024-04-05 19:58:23+00:00,2.29,APPROVED,1,4,39,24,311,2,2
supabase/supabase,65642,9811,MERGED,22519,2024-04-05 17:24:42+00:00,2024-04-07 09:28:51+00:00,2024-04-07 09:28:51+00:00,40.07,APPROVED,1,2,122,91,621,2,2
supabase/supabase,65642,9811,MERGED,22517,2024-04-05 16:08:24+00:00,2024-04-06 07:43:27+00:00,2024-04-06 07:43:26+00:00,15.58,APPROVED,1,14,59,93,0,2,2
supabase/supabase,65642,9811,MERGED,22515,2024-04-05 14:12:06+00:00,2024-04-05 14:38:55+00:00,2024-04-05 14:38:55+00:00,0.45,APPROVED,1,2,47,3,197,2,3
supabase/supabase,65642,9811,MERGED,22510,2024-04-05 08:34:28+00:00,2024-04-05 15:54:53+00:00,2024-04-05 15:54:53+00:00,7.34,APPROVED,1,1,1,1,545,2,2
supabase/supabase,65642,9811,CLOSED,22509,2024-04-05 08:23:20+00:00,2024-04-07 06:25:43+00:00,0,46.04,APPROVED,1,1,12,0,219,3,2
supabase/supabase,65642,9811,MERGED,22500,2024-04-05 02:13:59+00:00,2024-04-12 22:29:00+00:00,2024-04-12 22:29:00+00:00,188.25,APPROVED,8,28,3182,0,80,2,2
supabase/supabase,65642,9811,MERGED,22489,2024-04-04 17:30:36+00:00,2024-04-05 07:44:35+00:00,2024-04-05 07:44:35+00:00,14.23,APPROVED,1,1,3,3,2121,1,1
supabase/supabase,65642,9811,CLOSED,22483,2024-04-04 15:36:34+00:00,2024-04-12 04:17:58+00:00,0,180.69,REVIEW_REQUIRED,0,2,60,65,6541,1,2
supabase/supabase,65642,9811,MERGED,22478,2024-04-04 13:24:46+00:00,2024-04-04 14:42:06+00:00,2024-04-04 14:42:06+00:00,1.29,APPROVED,1,1,25,2,80,2,2
supabase/supabase,65642,9811,MERGED,22477,2024-04-04 13:09:15+00:00,2024-04-04 15:06:18+00:00,2024-04-04 15:06:18+00:00,1.95,APPROVED,1,1,33,0,59,2,2
supabase/supabase,65642,9811,MERGED,22476,2024-04-04 12:46:40+00:00,2024-04-04 17:36:16+00:00,2024-04-04 17:36:16+00:00,4.83,APPROVED,1,1,10,2,306,2,2
supabase/supabase,65642,9811,MERGED,22474,2024-04-04 12:32:05+00:00,2024-04-04 17:38:18+00:00,2024-04-04 17:38:18+00:00,5.1,APPROVED,1,6,865,78,286,2,2
supabase/supabase,65642,9811,MERGED,22472,2024-04-04 11:03:31+00:00,2024-04-04 17:35:31+00:00,2024-04-04 17:35:31+00:00,6.53,APPROVED,2,15,346,386,445,2,2
supabase/supabase,65642,9811,MERGED,22469,2024-04-04 09:23:59+00:00,2024-04-04 09:32:21+00:00,2024-04-04 09:32:21+00:00,0.14,APPROVED,1,1,11,1,384,2,2
supabase/supabase,65642,9811,MERGED,22467,2024-04-04 09:09:53+00:00,2024-04-05 07:03:29+00:00,2024-04-05 07:03:29+00:00,21.89,APPROVED,1,39,1153,1061,181,2,2
supabase/supabase,65642,9811,MERGED,22466,2024-04-04 09:02:19+00:00,2024-04-04 09:23:38+00:00,2024-04-04 09:23:38+00:00,0.36,APPROVED,1,1,4,2,0,2,2
supabase/supabase,65642,9811,MERGED,22462,2024-04-04 05:43:26+00:00,2024-04-04 06:35:03+00:00,2024-04-04 06:35:03+00:00,0.86,APPROVED,1,1,1,1,0,2,2
supabase/supabase,65642,9811,MERGED,22461,2024-04-04 05:11:17+00:00,2024-04-04 05:28:14+00:00,2024-04-04 05:28:14+00:00,0.28,APPROVED,2,1,90,0,172,2,3
supabase/supabase,65642,9811,MERGED,22458,2024-04-04 00:38:50+00:00,2024-04-04 06:29:40+00:00,2024-04-04 06:29:40+00:00,5.85,APPROVED,1,1,1,1,384,2,2
supabase/supabase,65642,9811,CLOSED,22454,2024-04-03 22:04:41+00:00,2024-04-04 06:36:41+00:00,0,8.53,REVIEW_REQUIRED,0,1,82,100,6736,1,2
supabase/supabase,65642,9811,CLOSED,22453,2024-04-03 21:36:14+00:00,2024-04-04 06:36:39+00:00,0,9.01,REVIEW_REQUIRED,0,1,76,69,6736,1,2
supabase/supabase,65642,9811,CLOSED,22452,2024-04-03 20:22:48+00:00,2024-04-04 06:36:38+00:00,0,10.23,REVIEW_REQUIRED,0,2,11808,6709,6911,1,2
supabase/supabase,65642,9811,CLOSED,22450,2024-04-03 20:13:58+00:00,2024-04-04 06:36:36+00:00,0,10.38,REVIEW_REQUIRED,0,2,120,113,4469,1,2
supabase/supabase,65642,9811,CLOSED,22448,2024-04-03 19:04:55+00:00,2024-04-04 06:36:34+00:00,0,11.53,REVIEW_REQUIRED,0,2,247,344,4469,1,2
supabase/supabase,65642,9811,CLOSED,22446,2024-04-03 18:40:43+00:00,2024-04-04 06:36:15+00:00,0,11.93,REVIEW_REQUIRED,0,2,1681,1681,2130,1,2
supabase/supabase,65642,9811,CLOSED,22445,2024-04-03 18:39:52+00:00,2024-04-04 06:36:00+00:00,0,11.94,REVIEW_REQUIRED,0,2,2874,2874,2130,1,2
supabase/supabase,65642,9811,CLOSED,22444,2024-04-03 18:39:51+00:00,2024-04-04 06:35:51+00:00,0,11.93,REVIEW_REQUIRED,0,2,8,8,2130,1,2
supabase/supabase,65642,9811,CLOSED,22443,2024-04-03 18:39:38+00:00,2024-04-04 06:35:38+00:00,0,11.93,REVIEW_REQUIRED,0,2,8,8,2130,1,2
supabase/supabase,65642,9811,MERGED,22442,2024-04-03 17:45:36+00:00,2024-04-04 11:00:31+00:00,2024-04-04 11:00:31+00:00,17.25,APPROVED,1,4,8,5,389,2,2
supabase/supabase,65642,9811,MERGED,22440,2024-04-03 16:53:30+00:00,2024-04-12 10:26:45+00:00,2024-04-12 10:26:45+00:00,209.55,APPROVED,2,5,47,20,140,3,3
supabase/supabase,65642,9811,MERGED,22438,2024-04-03 14:37:39+00:00,2024-04-03 15:14:43+00:00,2024-04-03 15:14:43+00:00,0.62,APPROVED,1,1,1,0,446,2,2
supabase/supabase,65642,9811,MERGED,22437,2024-04-03 14:17:12+00:00,2024-04-03 15:59:55+00:00,2024-04-03 15:59:55+00:00,1.71,APPROVED,1,2,9,1,308,2,2
supabase/supabase,65642,9811,MERGED,22436,2024-04-03 14:06:48+00:00,2024-04-03 14:24:08+00:00,2024-04-03 14:24:08+00:00,0.29,APPROVED,1,1,1,1,322,3,3
supabase/supabase,65642,9811,MERGED,22431,2024-04-03 10:55:32+00:00,2024-04-03 12:01:05+00:00,2024-04-03 12:01:05+00:00,1.09,APPROVED,2,1,3,1,127,3,2
supabase/supabase,65642,9811,CLOSED,22429,2024-04-03 10:33:46+00:00,2024-04-03 10:39:22+00:00,0,0.09,REVIEW_REQUIRED,0,1,2,2,132,2,4
supabase/supabase,65642,9811,MERGED,22428,2024-04-03 09:13:18+00:00,2024-04-05 09:26:36+00:00,2024-04-05 09:26:36+00:00,48.22,APPROVED,2,76,3973,6978,285,4,4
supabase/supabase,65642,9811,MERGED,22426,2024-04-03 08:56:18+00:00,2024-04-03 09:08:02+00:00,2024-04-03 09:08:02+00:00,0.2,APPROVED,1,1,6,12,125,3,3
supabase/supabase,65642,9811,MERGED,22425,2024-04-03 08:35:13+00:00,2024-04-04 13:09:21+00:00,2024-04-04 13:09:21+00:00,28.57,APPROVED,30,193,5253,7619,89,3,2
supabase/supabase,65642,9811,MERGED,22424,2024-04-03 08:07:56+00:00,2024-04-03 08:39:35+00:00,2024-04-03 08:39:35+00:00,0.53,APPROVED,1,1,26,6,158,2,2
supabase/supabase,65642,9811,MERGED,22423,2024-04-03 07:30:54+00:00,2024-04-04 04:53:59+00:00,2024-04-04 04:53:59+00:00,21.38,APPROVED,1,8,660,647,439,3,2
supabase/supabase,65642,9811,MERGED,22421,2024-04-03 06:10:37+00:00,2024-04-04 03:51:30+00:00,2024-04-04 03:51:30+00:00,21.68,APPROVED,1,1,3,2,132,2,2
supabase/supabase,65642,9811,MERGED,22417,2024-04-03 03:48:36+00:00,2024-04-03 03:55:01+00:00,2024-04-03 03:55:01+00:00,0.11,APPROVED,1,1,7,1,353,2,2
supabase/supabase,65642,9811,MERGED,22415,2024-04-03 00:50:53+00:00,2024-04-03 19:04:38+00:00,2024-04-03 19:04:38+00:00,18.23,APPROVED,1,1,1,1,138,2,2
supabase/supabase,65642,9811,MERGED,22412,2024-04-02 19:34:10+00:00,2024-04-05 07:38:37+00:00,2024-04-05 07:38:37+00:00,60.07,APPROVED,1,1,1,1,221,2,3
supabase/supabase,65642,9811,MERGED,22411,2024-04-02 18:33:55+00:00,2024-04-02 19:10:14+00:00,2024-04-02 19:10:14+00:00,0.61,APPROVED,1,1,1,1,592,2,2
supabase/supabase,65642,9811,CLOSED,22410,2024-04-02 17:55:34+00:00,2024-04-03 04:22:29+00:00,0,10.45,REVIEW_REQUIRED,0,1,1,1,310,1,2
supabase/supabase,65642,9811,CLOSED,22405,2024-04-02 12:29:20+00:00,2024-04-09 07:36:31+00:00,0,163.12,REVIEW_REQUIRED,0,1,1,1,117,2,4
supabase/supabase,65642,9811,MERGED,22404,2024-04-02 12:10:36+00:00,2024-04-02 19:48:12+00:00,2024-04-02 19:48:11+00:00,7.63,APPROVED,1,1,1,1,352,2,2
supabase/supabase,65642,9811,MERGED,22402,2024-04-02 11:27:11+00:00,2024-04-02 13:06:10+00:00,2024-04-02 13:06:09+00:00,1.65,APPROVED,1,1,4,2,0,2,2
supabase/supabase,65642,9811,MERGED,22401,2024-04-02 10:36:20+00:00,2024-04-02 12:51:35+00:00,2024-04-02 12:51:35+00:00,2.25,APPROVED,1,4,56,29,214,3,2
supabase/supabase,65642,9811,MERGED,22399,2024-04-02 07:45:31+00:00,2024-04-02 07:52:38+00:00,2024-04-02 07:52:38+00:00,0.12,APPROVED,1,1,2,2,14,2,2
supabase/supabase,65642,9811,MERGED,22398,2024-04-02 07:26:48+00:00,2024-04-02 16:34:17+00:00,2024-04-02 16:34:17+00:00,9.12,APPROVED,2,1,3,3,365,2,2
CompVis/stable-diffusion,65268,74,CLOSED,843,2024-04-07 13:59:31+00:00,2024-04-07 14:03:31+00:00,0,0.07,0,0,3,263,86,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,794,2023-09-05 08:35:02+00:00,2023-09-05 08:35:09+00:00,0,0.0,0,0,972,352040,1892,0,2,0
CompVis/stable-diffusion,65268,74,CLOSED,793,2023-09-05 08:32:14+00:00,2023-09-05 08:33:33+00:00,0,0.02,0,0,972,352040,1892,0,2,0
CompVis/stable-diffusion,65268,74,CLOSED,790,2023-08-30 17:40:26+00:00,2023-08-30 17:49:10+00:00,0,0.15,0,0,1,1,0,158,1,1
CompVis/stable-diffusion,65268,74,CLOSED,746,2023-06-11 10:54:48+00:00,2023-07-05 15:41:54+00:00,0,580.78,0,0,1,1,1,173,1,0
CompVis/stable-diffusion,65268,74,CLOSED,722,2023-05-09 20:57:56+00:00,2023-05-09 22:57:18+00:00,0,1.99,0,0,20,3668,31,0,2,0
CompVis/stable-diffusion,65268,74,CLOSED,715,2023-05-05 07:59:15+00:00,2023-05-05 08:03:18+00:00,0,0.07,0,0,19,1286,138,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,681,2023-04-01 22:20:52+00:00,2023-04-01 22:21:59+00:00,0,0.02,0,0,25,4499,98,0,12,0
CompVis/stable-diffusion,65268,74,CLOSED,652,2023-03-08 10:11:10+00:00,2023-12-26 17:03:33+00:00,0,7038.87,0,1,1,19,11,103,1,0
CompVis/stable-diffusion,65268,74,CLOSED,646,2023-03-05 17:21:37+00:00,2023-04-06 11:57:26+00:00,0,762.6,0,0,1,1,0,0,2,0
CompVis/stable-diffusion,65268,74,CLOSED,645,2023-03-05 17:09:12+00:00,2023-04-06 12:00:18+00:00,0,762.85,0,0,1,9,0,3,2,0
CompVis/stable-diffusion,65268,74,CLOSED,629,2023-02-23 18:47:17+00:00,2023-02-23 18:48:14+00:00,0,0.02,0,0,42,3756,243,0,2,1
CompVis/stable-diffusion,65268,74,CLOSED,623,2023-02-21 11:09:10+00:00,2023-10-30 21:05:55+00:00,0,6033.95,0,0,40,5040,2630,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,611,2023-02-14 00:06:24+00:00,2023-02-14 00:06:45+00:00,0,0.01,0,0,23,5105,8,45,1,0
CompVis/stable-diffusion,65268,74,CLOSED,600,2023-02-02 12:52:45+00:00,2023-04-06 12:04:27+00:00,0,1511.19,0,0,1,1,0,14,6,4
CompVis/stable-diffusion,65268,74,CLOSED,588,2023-01-23 07:54:45+00:00,2024-02-10 09:58:39+00:00,0,9194.07,0,0,1,2,2,1286,1,0
CompVis/stable-diffusion,65268,74,CLOSED,582,2023-01-17 17:19:33+00:00,2024-02-17 17:27:48+00:00,0,9504.14,0,0,9,9,9,342,1,0
CompVis/stable-diffusion,65268,74,CLOSED,564,2023-01-06 07:05:42+00:00,2023-01-06 07:05:51+00:00,0,0.0,0,0,1,10,1,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,540,2022-12-17 19:42:26+00:00,2022-12-17 19:42:40+00:00,0,0.0,0,0,9,540,26,0,2,0
CompVis/stable-diffusion,65268,74,CLOSED,533,2022-12-10 18:25:55+00:00,2023-01-25 06:52:57+00:00,0,1092.45,0,0,1,1,1,958,1,1
CompVis/stable-diffusion,65268,74,CLOSED,532,2022-12-10 10:59:20+00:00,2023-03-16 06:52:56+00:00,0,2299.89,0,0,3,5,40,164,0,0
CompVis/stable-diffusion,65268,74,CLOSED,507,2022-11-27 07:08:55+00:00,2022-11-27 07:09:02+00:00,0,0.0,0,0,8,520,4,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,476,2022-11-12 06:16:01+00:00,2022-11-12 06:16:25+00:00,0,0.01,0,0,2,105,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,474,2022-11-12 00:06:19+00:00,2022-11-12 00:24:18+00:00,0,0.3,0,0,2,7,3,76,1,0
CompVis/stable-diffusion,65268,74,CLOSED,459,2022-11-05 15:50:16+00:00,2022-11-05 15:51:32+00:00,0,0.02,0,0,50,4890,387,34,14,1
CompVis/stable-diffusion,65268,74,MERGED,440,2022-10-28 17:13:39+00:00,2022-11-16 11:51:43+00:00,2022-11-16 11:51:43+00:00,450.63,0,1,4,1276,1,318,3,4
CompVis/stable-diffusion,65268,74,CLOSED,437,2022-10-28 12:25:29+00:00,2023-03-31 14:32:15+00:00,0,3698.11,0,1,1,7,0,47,2,0
CompVis/stable-diffusion,65268,74,CLOSED,434,2022-10-28 02:42:08+00:00,2022-10-28 02:43:07+00:00,0,0.02,0,0,7,635,124,0,3,0
CompVis/stable-diffusion,65268,74,CLOSED,431,2022-10-26 17:14:59+00:00,2022-10-26 17:16:20+00:00,0,0.02,0,0,7,614,68,0,3,0
CompVis/stable-diffusion,65268,74,CLOSED,413,2022-10-21 12:25:00+00:00,2022-10-21 12:25:32+00:00,0,0.01,0,0,5,19,16,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,389,2022-10-16 09:11:58+00:00,2022-10-16 09:12:35+00:00,0,0.01,0,0,30,495,247,58,1,0
CompVis/stable-diffusion,65268,74,CLOSED,373,2022-10-11 06:21:20+00:00,2022-10-11 06:41:07+00:00,0,0.33,0,0,88,15179,1,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,369,2022-10-09 21:25:52+00:00,2022-10-09 21:26:18+00:00,0,0.01,0,0,28,484,249,60,1,0
CompVis/stable-diffusion,65268,74,CLOSED,360,2022-10-06 17:45:53+00:00,2022-10-06 17:46:11+00:00,0,0.01,0,0,73,13819,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,346,2022-10-01 14:12:29+00:00,2022-10-01 14:16:19+00:00,0,0.06,0,0,81,3660,3382,154,3,1
CompVis/stable-diffusion,65268,74,CLOSED,328,2022-09-28 06:58:38+00:00,2022-09-28 06:58:42+00:00,0,0.0,0,0,12,143,54,0,2,0
CompVis/stable-diffusion,65268,74,CLOSED,322,2022-09-27 10:24:12+00:00,2022-09-27 10:25:44+00:00,0,0.03,0,0,11,804,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,321,2022-09-27 02:46:43+00:00,2022-09-27 02:46:58+00:00,0,0.0,0,0,12,133,48,0,2,0
CompVis/stable-diffusion,65268,74,CLOSED,295,2022-09-17 21:38:29+00:00,2022-09-17 21:38:54+00:00,0,0.01,0,0,212,24790,2327,294,51,0
CompVis/stable-diffusion,65268,74,CLOSED,293,2022-09-17 18:16:20+00:00,2022-09-17 18:16:30+00:00,0,0.0,0,0,9,373,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,290,2022-09-17 00:52:02+00:00,2022-09-17 00:52:37+00:00,0,0.01,0,0,10,963,31,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,286,2022-09-16 05:03:16+00:00,2022-09-18 03:10:49+00:00,0,46.13,0,0,1,5,5,33,2,2
CompVis/stable-diffusion,65268,74,CLOSED,285,2022-09-16 02:52:31+00:00,2022-09-16 02:53:12+00:00,0,0.01,0,0,5,102,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,257,2022-09-10 12:41:15+00:00,2022-10-02 21:23:14+00:00,0,536.7,0,0,144,1287,548,554,2,2
CompVis/stable-diffusion,65268,74,CLOSED,254,2022-09-10 07:21:44+00:00,2023-05-14 08:35:43+00:00,0,5905.23,0,0,1,6,1,413,1,0
CompVis/stable-diffusion,65268,74,CLOSED,253,2022-09-10 07:07:10+00:00,2022-09-10 07:13:21+00:00,0,0.1,0,0,1,6,1,264,1,0
CompVis/stable-diffusion,65268,74,CLOSED,236,2022-09-09 02:01:22+00:00,2022-11-02 11:28:03+00:00,0,1305.44,0,0,1,2,2,74,1,0
CompVis/stable-diffusion,65268,74,CLOSED,228,2022-09-08 14:33:08+00:00,2022-09-08 14:36:51+00:00,0,0.06,0,0,5,163,52,32,4,0
CompVis/stable-diffusion,65268,74,CLOSED,220,2022-09-07 17:58:50+00:00,2022-09-07 17:59:00+00:00,0,0.0,0,0,98,12470,2573,112,36,0
CompVis/stable-diffusion,65268,74,CLOSED,213,2022-09-07 12:11:47+00:00,2022-09-07 12:22:38+00:00,0,0.18,0,0,11,244,62,120,2,1
CompVis/stable-diffusion,65268,74,CLOSED,207,2022-09-07 04:04:39+00:00,2022-09-07 04:05:06+00:00,0,0.01,0,0,98,12440,2562,134,36,0
CompVis/stable-diffusion,65268,74,CLOSED,202,2022-09-06 17:14:11+00:00,2022-09-06 17:15:07+00:00,0,0.02,0,0,79,3358,3325,0,2,1
CompVis/stable-diffusion,65268,74,CLOSED,201,2022-09-06 15:11:02+00:00,2022-09-06 15:11:21+00:00,0,0.01,0,0,7,0,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,187,2022-09-04 20:49:04+00:00,2022-09-04 20:49:31+00:00,0,0.01,0,0,5,245,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,181,2022-09-04 14:47:15+00:00,2022-09-04 14:48:15+00:00,0,0.02,0,0,4,361,212,39,1,0
CompVis/stable-diffusion,65268,74,CLOSED,172,2022-09-03 17:19:05+00:00,2022-09-03 17:20:04+00:00,0,0.02,0,0,89,11958,2617,115,32,1
CompVis/stable-diffusion,65268,74,CLOSED,168,2022-09-02 19:40:26+00:00,2022-09-02 21:16:46+00:00,0,1.61,0,0,1,1,0,0,1,1
CompVis/stable-diffusion,65268,74,CLOSED,164,2022-09-02 02:33:20+00:00,2022-09-07 23:16:23+00:00,0,140.72,0,0,1,2,0,444,2,2
CompVis/stable-diffusion,65268,74,CLOSED,163,2022-09-02 02:14:27+00:00,2023-02-11 07:47:18+00:00,0,3893.55,0,3,1,8,0,0,4,1
CompVis/stable-diffusion,65268,74,CLOSED,158,2022-09-01 14:18:11+00:00,2022-09-01 14:18:39+00:00,0,0.01,0,0,79,11074,2618,264,29,1
CompVis/stable-diffusion,65268,74,CLOSED,154,2022-09-01 01:46:52+00:00,2022-09-01 01:49:19+00:00,0,0.04,0,0,45,10989,155,0,8,0
CompVis/stable-diffusion,65268,74,CLOSED,150,2022-08-31 19:20:22+00:00,2022-09-04 12:52:32+00:00,0,89.54,0,0,1,1,0,0,2,2
CompVis/stable-diffusion,65268,74,CLOSED,141,2022-08-31 03:13:08+00:00,2022-08-31 03:13:53+00:00,0,0.01,0,0,12,3510,3,0,7,0
CompVis/stable-diffusion,65268,74,CLOSED,135,2022-08-30 19:48:46+00:00,2022-08-30 19:49:02+00:00,0,0.0,0,0,3,75,3,0,3,1
CompVis/stable-diffusion,65268,74,CLOSED,78,2022-08-24 15:57:10+00:00,2022-08-27 21:36:26+00:00,0,77.65,0,0,2,54,0,0,1,0
CompVis/stable-diffusion,65268,74,CLOSED,55,2022-08-22 20:15:12+00:00,2022-08-22 20:15:53+00:00,0,0.01,0,0,5,518,1,46,2,0
CompVis/stable-diffusion,65268,74,MERGED,47,2022-08-21 01:25:28+00:00,2022-08-23 18:26:17+00:00,2022-08-23 18:26:17+00:00,65.01,0,7,0,0,0,468,6,4
CompVis/stable-diffusion,65268,74,CLOSED,41,2022-08-20 02:02:24+00:00,2022-09-05 19:42:31+00:00,0,401.67,0,0,2,11,1,440,2,2
CompVis/stable-diffusion,65268,74,CLOSED,40,2022-08-20 01:31:21+00:00,2022-09-05 19:42:31+00:00,0,402.19,0,1,2,7,4,222,2,0
CompVis/stable-diffusion,65268,74,MERGED,36,2022-08-19 16:02:29+00:00,2022-08-22 17:54:33+00:00,2022-08-22 17:54:33+00:00,73.87,0,4,1,28,2,374,8,7
CompVis/stable-diffusion,65268,74,CLOSED,34,2022-08-19 02:48:07+00:00,2022-08-19 02:48:29+00:00,0,0.01,0,0,9,873,12,0,1,0
